Ref_User;Ref_User_Emotion;Ref_User_Emotion_Percentage;Eval;Eval_User_Emotion;Eval_User_Emotion_Percentage;Emotion;Intensity;Dimension;Distance;Within_User
Bravo;A;1;Bravo;H;27;Happiness;Low;128;0.113;1
Bravo;A;10;Bravo;H;29;Happiness;Low;128;0.114;1
Charlie;H;7;Charlie;H;23;Happiness;Low;128;0.114;1
Bravo;A;8;Bravo;H;30;Happiness;Low;128;0.114;1
Bravo;H;5;Bravo;H;27;Happiness;Low;128;0.114;1
Echo;H;3;Echo;H;22;Happiness;Low;128;0.114;1
Bravo;H;0;Bravo;H;50;Happiness;High;128;0.114;1
Bravo;A;0;Bravo;H;50;Happiness;High;128;0.114;1
Charlie;H;6;Charlie;H;20;Happiness;Low;128;0.114;1
Alpha;A;8;Alpha;A;25;Anger;Low;128;0.114;1
Charlie;H;8;Charlie;H;25;Happiness;Low;128;0.114;1
Bravo;A;5;Bravo;A;27;Anger;Low;128;0.114;1
Bravo;A;10;Bravo;H;25;Happiness;Low;128;0.114;1
Alpha;A;9;Alpha;A;24;Anger;Low;128;0.114;1
Bravo;H;9;Bravo;H;52;Happiness;High;128;0.114;1
Bravo;H;6;Bravo;H;28;Happiness;Low;128;0.114;1
Bravo;H;3;Bravo;H;51;Happiness;High;128;0.114;1
Bravo;H;10;Bravo;H;23;Happiness;Low;128;0.114;1
Bravo;A;2;Bravo;H;21;Happiness;Low;128;0.114;1
Bravo;H;0;Bravo;A;20;Anger;Low;128;0.114;1
Bravo;A;0;Bravo;A;20;Anger;Low;128;0.114;1
Bravo;A;9;Bravo;H;30;Happiness;Low;128;0.114;1
Bravo;H;10;Bravo;H;24;Happiness;Low;128;0.114;1
Charlie;H;6;Charlie;H;21;Happiness;Low;128;0.114;1
Alpha;H;10;Alpha;H;29;Happiness;Low;128;0.114;1
Charlie;H;9;Charlie;H;26;Happiness;Low;128;0.114;1
Bravo;H;7;Bravo;H;52;Happiness;High;128;0.115;1
Alpha;H;7;Alpha;H;22;Happiness;Low;128;0.115;1
Bravo;H;6;Bravo;H;29;Happiness;Low;128;0.115;1
Charlie;H;10;Charlie;H;28;Happiness;Low;128;0.115;1
Bravo;H;10;Bravo;A;25;Anger;Low;128;0.115;1
Alpha;A;2;Alpha;H;27;Happiness;Low;128;0.115;1
Bravo;H;9;Bravo;A;25;Anger;Low;128;0.115;1
Bravo;H;10;Bravo;H;25;Happiness;Low;128;0.115;1
Bravo;A;10;Bravo;H;30;Happiness;Low;128;0.115;1
Echo;H;4;Echo;H;24;Happiness;Low;128;0.115;1
Bravo;H;6;Bravo;H;30;Happiness;Low;128;0.115;1
Bravo;A;3;Bravo;A;24;Anger;Low;128;0.115;1
Charlie;A;9;Charlie;A;20;Anger;Low;128;0.115;1
Bravo;H;10;Bravo;H;28;Happiness;Low;128;0.116;1
Bravo;H;2;Bravo;H;51;Happiness;High;128;0.116;1
Bravo;A;3;Bravo;H;50;Happiness;High;128;0.116;1
Bravo;A;2;Bravo;H;22;Happiness;Low;128;0.116;1
Charlie;H;7;Charlie;H;24;Happiness;Low;128;0.116;1
Bravo;H;9;Bravo;H;23;Happiness;Low;128;0.116;1
Bravo;A;4;Bravo;A;24;Anger;Low;128;0.116;1
Alpha;A;0;Alpha;H;23;Happiness;Low;128;0.116;1
Delta;A;7;Delta;H;21;Happiness;Low;128;0.116;1
Echo;A;9;Echo;A;20;Anger;Low;128;0.116;1
Bravo;H;10;Bravo;H;29;Happiness;Low;128;0.116;1
Bravo;H;9;Bravo;H;24;Happiness;Low;128;0.116;1
Bravo;H;7;Bravo;A;24;Anger;Low;128;0.116;1
Bravo;H;8;Bravo;A;24;Anger;Low;128;0.116;1
Bravo;H;6;Bravo;A;24;Anger;Low;128;0.116;1
Echo;H;7;Echo;H;28;Happiness;Low;128;0.116;1
Echo;H;8;Echo;H;28;Happiness;Low;128;0.116;1
Echo;H;3;Echo;H;23;Happiness;Low;128;0.116;1
Bravo;H;10;Bravo;H;30;Happiness;Low;128;0.116;1
Echo;H;4;Echo;H;26;Happiness;Low;128;0.116;1
Bravo;H;1;Bravo;H;51;Happiness;High;128;0.116;1
Bravo;H;6;Bravo;H;52;Happiness;High;128;0.116;1
Alpha;A;6;Alpha;H;21;Happiness;Low;128;0.116;1
Bravo;A;0;Bravo;H;51;Happiness;High;128;0.117;1
Bravo;H;0;Bravo;H;51;Happiness;High;128;0.117;1
Alpha;A;6;Alpha;H;24;Happiness;Low;128;0.117;1
Bravo;H;9;Bravo;H;25;Happiness;Low;128;0.117;1
Bravo;A;0;Bravo;A;21;Anger;Low;128;0.117;1
Bravo;H;0;Bravo;A;21;Anger;Low;128;0.117;1
Bravo;A;4;Bravo;H;50;Happiness;High;128;0.117;1
Alpha;A;6;Alpha;H;22;Happiness;Low;128;0.117;1
Alpha;A;6;Alpha;H;25;Happiness;Low;128;0.117;1
Bravo;A;8;Bravo;A;27;Anger;Low;128;0.117;1
Alpha;A;6;Alpha;H;23;Happiness;Low;128;0.117;1
Bravo;A;1;Bravo;H;50;Happiness;High;128;0.117;1
Bravo;H;10;Bravo;A;26;Anger;Low;128;0.117;1
Bravo;H;9;Bravo;A;26;Anger;Low;128;0.117;1
Alpha;H;10;Alpha;H;30;Happiness;Low;128;0.117;1
Alpha;A;1;Alpha;H;26;Happiness;Low;128;0.117;1
Alpha;H;8;Alpha;H;28;Happiness;Low;128;0.117;1
Bravo;A;2;Bravo;H;26;Happiness;Low;128;0.118;1
Bravo;H;9;Bravo;H;28;Happiness;Low;128;0.118;1
Bravo;A;10;Bravo;A;28;Anger;Low;128;0.118;1
Bravo;A;10;Bravo;A;29;Anger;Low;128;0.118;1
Charlie;H;6;Charlie;H;22;Happiness;Low;128;0.118;1
Alpha;H;9;Alpha;H;29;Happiness;Low;128;0.118;1
Bravo;A;7;Bravo;A;26;Anger;Low;128;0.118;1
Bravo;H;9;Bravo;H;29;Happiness;Low;128;0.118;1
Charlie;H;9;Charlie;H;27;Happiness;Low;128;0.118;1
Echo;H;5;Echo;H;28;Happiness;Low;128;0.118;1
Charlie;H;8;Charlie;H;26;Happiness;Low;128;0.118;1
Charlie;H;5;Charlie;H;20;Happiness;Low;128;0.118;1
Bravo;A;4;Bravo;A;25;Anger;Low;128;0.118;1
Alpha;A;2;Alpha;H;28;Happiness;Low;128;0.118;1
Bravo;A;3;Bravo;A;25;Anger;Low;128;0.118;1
Alpha;A;8;Alpha;A;24;Anger;Low;128;0.118;1
Bravo;H;9;Bravo;H;30;Happiness;Low;128;0.119;1
Echo;A;10;Echo;A;21;Anger;Low;128;0.119;1
Bravo;A;2;Bravo;H;27;Happiness;Low;128;0.119;1
Echo;H;3;Echo;H;25;Happiness;Low;128;0.119;1
Bravo;H;0;Bravo;A;22;Anger;Low;128;0.119;1
Bravo;A;0;Bravo;A;22;Anger;Low;128;0.119;1
Alpha;H;7;Alpha;H;23;Happiness;Low;128;0.119;1
Alpha;A;6;Alpha;H;26;Happiness;Low;128;0.119;1
Bravo;H;10;Bravo;A;27;Anger;Low;128;0.119;1
Bravo;H;9;Bravo;A;27;Anger;Low;128;0.119;1
Charlie;H;7;Charlie;H;25;Happiness;Low;128;0.119;1
Bravo;A;2;Bravo;H;50;Happiness;High;128;0.119;1
Alpha;A;6;Alpha;H;20;Happiness;Low;128;0.119;1
Alpha;A;0;Alpha;H;24;Happiness;Low;128;0.119;1
Alpha;A;10;Alpha;A;27;Anger;Low;128;0.119;1
Echo;H;6;Echo;H;28;Happiness;Low;128;0.119;1
Bravo;A;3;Bravo;H;51;Happiness;High;128;0.119;1
Echo;H;8;Echo;H;27;Happiness;Low;128;0.119;1
Echo;H;7;Echo;H;27;Happiness;Low;128;0.119;1
Alpha;A;6;Alpha;H;29;Happiness;Low;128;0.12;1
Alpha;A;6;Alpha;H;27;Happiness;Low;128;0.12;1
Bravo;A;0;Bravo;H;52;Happiness;High;128;0.12;1
Bravo;H;0;Bravo;H;52;Happiness;High;128;0.12;1
Bravo;H;4;Bravo;H;52;Happiness;High;128;0.12;1
Charlie;H;5;Charlie;H;21;Happiness;Low;128;0.12;1
Bravo;H;6;Bravo;A;25;Anger;Low;128;0.12;1
Bravo;A;4;Bravo;A;26;Anger;Low;128;0.12;1
Bravo;H;7;Bravo;A;25;Anger;Low;128;0.12;1
Bravo;H;3;Bravo;H;52;Happiness;High;128;0.12;1
Bravo;A;6;Bravo;A;28;Anger;Low;128;0.12;1
Bravo;A;6;Bravo;A;29;Anger;Low;128;0.12;1
Bravo;A;4;Bravo;H;51;Happiness;High;128;0.12;1
Bravo;A;10;Bravo;A;30;Anger;Low;128;0.12;1
Alpha;A;6;Alpha;H;28;Happiness;Low;128;0.121;1
Bravo;A;1;Bravo;H;51;Happiness;High;128;0.121;1
Bravo;H;8;Bravo;A;25;Anger;Low;128;0.121;1
Bravo;H;5;Bravo;H;52;Happiness;High;128;0.121;1
Bravo;A;3;Bravo;A;26;Anger;Low;128;0.121;1
Echo;H;3;Echo;H;24;Happiness;Low;128;0.121;1
Alpha;A;0;Alpha;H;25;Happiness;Low;128;0.121;1
Alpha;H;9;Alpha;H;30;Happiness;Low;128;0.121;1
Bravo;A;5;Bravo;A;29;Anger;Low;128;0.121;1
Bravo;A;5;Bravo;A;28;Anger;Low;128;0.121;1
Bravo;H;0;Bravo;A;23;Anger;Low;128;0.121;1
Bravo;A;0;Bravo;A;23;Anger;Low;128;0.121;1
Echo;H;5;Echo;H;27;Happiness;Low;128;0.121;1
Alpha;A;1;Alpha;H;27;Happiness;Low;128;0.121;1
Bravo;A;9;Bravo;A;28;Anger;Low;128;0.121;1
Bravo;A;9;Bravo;A;29;Anger;Low;128;0.121;1
Bravo;A;4;Bravo;A;27;Anger;Low;128;0.121;1
Bravo;H;2;Bravo;H;52;Happiness;High;128;0.121;1
Bravo;A;7;Bravo;A;27;Anger;Low;128;0.122;1
Bravo;A;6;Bravo;H;23;Happiness;Low;128;0.122;1
Delta;A;7;Delta;H;22;Happiness;Low;128;0.122;1
Charlie;H;6;Charlie;H;23;Happiness;Low;128;0.122;1
Alpha;H;7;Alpha;H;24;Happiness;Low;128;0.122;1
Bravo;A;5;Bravo;H;23;Happiness;Low;128;0.122;1
Bravo;H;10;Bravo;A;30;Anger;Low;128;0.122;1
Bravo;A;3;Bravo;H;23;Happiness;Low;128;0.122;1
Bravo;A;3;Bravo;A;27;Anger;Low;128;0.122;1
Bravo;H;9;Bravo;A;30;Anger;Low;128;0.122;1
Charlie;H;8;Charlie;H;27;Happiness;Low;128;0.122;1
Charlie;H;9;Charlie;H;28;Happiness;Low;128;0.122;1
Bravo;H;1;Bravo;H;52;Happiness;High;128;0.122;1
Bravo;A;3;Bravo;H;24;Happiness;Low;128;0.122;1
Echo;H;6;Echo;H;27;Happiness;Low;128;0.122;1
Echo;H;3;Echo;H;26;Happiness;Low;128;0.122;1
Bravo;A;6;Bravo;H;24;Happiness;Low;128;0.123;1
Bravo;A;2;Bravo;H;51;Happiness;High;128;0.123;1
Bravo;A;5;Bravo;H;24;Happiness;Low;128;0.123;1
Alpha;A;6;Alpha;H;30;Happiness;Low;128;0.123;1
Echo;H;10;Echo;H;29;Happiness;Low;128;0.123;1
Bravo;H;6;Bravo;A;26;Anger;Low;128;0.123;1
Bravo;H;7;Bravo;A;26;Anger;Low;128;0.123;1
Bravo;A;3;Bravo;H;25;Happiness;Low;128;0.123;1
Alpha;A;2;Alpha;H;29;Happiness;Low;128;0.123;1
Bravo;H;1;Bravo;A;20;Anger;Low;128;0.123;1
Charlie;H;5;Charlie;H;22;Happiness;Low;128;0.123;1
Alpha;H;8;Alpha;H;29;Happiness;Low;128;0.123;1
Echo;A;9;Echo;A;21;Anger;Low;128;0.123;1
Bravo;H;8;Bravo;A;26;Anger;Low;128;0.124;1
Bravo;A;9;Bravo;A;30;Anger;Low;128;0.124;1
Bravo;A;6;Bravo;H;25;Happiness;Low;128;0.124;1
Charlie;H;7;Charlie;H;26;Happiness;Low;128;0.124;1
Bravo;A;5;Bravo;H;25;Happiness;Low;128;0.124;1
Charlie;H;6;Charlie;H;24;Happiness;Low;128;0.124;1
Alpha;H;7;Alpha;H;25;Happiness;Low;128;0.124;1
Charlie;A;8;Charlie;A;20;Anger;Low;128;0.124;1
Bravo;H;2;Bravo;A;20;Anger;Low;128;0.124;1
Bravo;A;6;Bravo;A;30;Anger;Low;128;0.125;1
Charlie;H;4;Charlie;H;20;Happiness;Low;128;0.125;1
Bravo;H;1;Bravo;A;21;Anger;Low;128;0.125;1
Bravo;H;6;Bravo;A;27;Anger;Low;128;0.125;1
Bravo;A;5;Bravo;A;30;Anger;Low;128;0.125;1
Echo;H;4;Echo;H;28;Happiness;Low;128;0.125;1
Alpha;A;0;Alpha;H;26;Happiness;Low;128;0.125;1
Bravo;H;9;Bravo;A;29;Anger;Low;128;0.125;1
Bravo;H;9;Bravo;A;28;Anger;Low;128;0.125;1
Bravo;H;7;Bravo;A;27;Anger;Low;128;0.125;1
Bravo;H;10;Bravo;A;29;Anger;Low;128;0.125;1
Bravo;H;10;Bravo;A;28;Anger;Low;128;0.125;1
Alpha;A;1;Alpha;H;28;Happiness;Low;128;0.125;1
Bravo;A;6;Bravo;H;28;Happiness;Low;128;0.125;1
Bravo;A;5;Bravo;H;28;Happiness;Low;128;0.125;1
Bravo;A;3;Bravo;H;28;Happiness;Low;128;0.125;1
Bravo;A;4;Bravo;A;30;Anger;Low;128;0.126;1
Bravo;H;8;Bravo;A;27;Anger;Low;128;0.126;1
Bravo;A;0;Bravo;A;24;Anger;Low;128;0.126;1
Bravo;H;0;Bravo;A;24;Anger;Low;128;0.126;1
Bravo;A;8;Bravo;A;28;Anger;Low;128;0.126;1
Bravo;A;8;Bravo;A;29;Anger;Low;128;0.126;1
Bravo;H;3;Bravo;A;20;Anger;Low;128;0.126;1
Bravo;H;2;Bravo;A;21;Anger;Low;128;0.126;1
Bravo;A;3;Bravo;A;30;Anger;Low;128;0.126;1
Bravo;H;4;Bravo;A;20;Anger;Low;128;0.126;1
Bravo;A;3;Bravo;H;29;Happiness;Low;128;0.126;1
Bravo;A;6;Bravo;H;29;Happiness;Low;128;0.126;1
Charlie;H;8;Charlie;H;28;Happiness;Low;128;0.126;1
Bravo;A;4;Bravo;H;23;Happiness;Low;128;0.126;1
Bravo;H;1;Bravo;A;22;Anger;Low;128;0.126;1
Charlie;H;4;Charlie;H;21;Happiness;Low;128;0.126;1
Bravo;A;5;Bravo;H;29;Happiness;Low;128;0.126;1
Bravo;A;1;Bravo;H;52;Happiness;High;128;0.126;1
Alpha;H;8;Alpha;H;30;Happiness;Low;128;0.126;1
Bravo;A;3;Bravo;H;52;Happiness;High;128;0.126;1
Bravo;A;1;Bravo;A;20;Anger;Low;128;0.126;1
Bravo;A;4;Bravo;H;24;Happiness;Low;128;0.127;1
Bravo;A;4;Bravo;A;29;Anger;Low;128;0.127;1
Bravo;A;4;Bravo;A;28;Anger;Low;128;0.127;1
Bravo;H;6;Bravo;A;30;Anger;Low;128;0.127;1
Echo;H;9;Echo;H;29;Happiness;Low;128;0.127;1
Bravo;H;7;Bravo;A;30;Anger;Low;128;0.127;1
Alpha;A;2;Alpha;H;30;Happiness;Low;128;0.127;1
Bravo;A;3;Bravo;H;30;Happiness;Low;128;0.127;1
Echo;A;10;Echo;A;22;Anger;Low;128;0.127;1
Echo;H;4;Echo;H;27;Happiness;Low;128;0.127;1
Echo;A;8;Echo;A;20;Anger;Low;128;0.127;1
Bravo;H;3;Bravo;A;21;Anger;Low;128;0.127;1
Bravo;H;5;Bravo;A;20;Anger;Low;128;0.127;1
Bravo;H;4;Bravo;A;21;Anger;Low;128;0.127;1
Bravo;H;2;Bravo;A;22;Anger;Low;128;0.127;1
Charlie;H;6;Charlie;H;25;Happiness;Low;128;0.127;1
Bravo;A;4;Bravo;H;25;Happiness;Low;128;0.127;1
Bravo;H;8;Bravo;H;53;Happiness;High;128;0.127;1
Bravo;H;10;Bravo;H;53;Happiness;High;128;0.127;1
Bravo;A;4;Bravo;H;52;Happiness;High;128;0.127;1
Bravo;A;6;Bravo;H;30;Happiness;Low;128;0.127;1
Bravo;H;8;Bravo;A;30;Anger;Low;128;0.127;1
Charlie;H;5;Charlie;H;23;Happiness;Low;128;0.127;1
Bravo;H;1;Bravo;A;23;Anger;Low;128;0.128;1
Bravo;A;5;Bravo;H;30;Happiness;Low;128;0.128;1
Bravo;A;3;Bravo;A;29;Anger;Low;128;0.128;1
Bravo;A;3;Bravo;A;28;Anger;Low;128;0.128;1
Bravo;A;1;Bravo;A;21;Anger;Low;128;0.128;1
Charlie;H;7;Charlie;H;27;Happiness;Low;128;0.128;1
Alpha;A;7;Alpha;H;25;Happiness;Low;128;0.128;1
Alpha;A;7;Alpha;H;24;Happiness;Low;128;0.128;1
Bravo;H;5;Bravo;A;21;Anger;Low;128;0.128;1
Bravo;H;3;Bravo;A;22;Anger;Low;128;0.128;1
Bravo;H;4;Bravo;A;22;Anger;Low;128;0.128;1
Bravo;A;8;Bravo;A;30;Anger;Low;128;0.128;1
Bravo;H;2;Bravo;A;23;Anger;Low;128;0.128;1
Bravo;A;2;Bravo;A;20;Anger;Low;128;0.128;1
Alpha;H;7;Alpha;H;26;Happiness;Low;128;0.129;1
Alpha;A;7;Alpha;H;23;Happiness;Low;128;0.129;1
Alpha;A;7;Alpha;H;21;Happiness;Low;128;0.129;1
Alpha;A;0;Alpha;H;27;Happiness;Low;128;0.129;1
Alpha;A;7;Alpha;H;22;Happiness;Low;128;0.129;1
Bravo;A;6;Bravo;H;50;Happiness;High;128;0.129;1
Alpha;A;7;Alpha;H;29;Happiness;Low;128;0.129;1
Bravo;H;5;Bravo;A;22;Anger;Low;128;0.129;1
Bravo;A;1;Bravo;A;22;Anger;Low;128;0.129;1
Bravo;A;2;Bravo;H;52;Happiness;High;128;0.129;1
Bravo;A;0;Bravo;H;53;Happiness;High;128;0.129;1
Bravo;H;0;Bravo;H;53;Happiness;High;128;0.129;1
Charlie;H;5;Charlie;H;24;Happiness;Low;128;0.129;1
Bravo;H;4;Bravo;A;23;Anger;Low;128;0.129;1
Alpha;A;7;Alpha;H;26;Happiness;Low;128;0.129;1
Bravo;H;9;Bravo;H;53;Happiness;High;128;0.13;1
Bravo;H;3;Bravo;A;23;Anger;Low;128;0.13;1
Bravo;A;2;Bravo;A;21;Anger;Low;128;0.13;1
Bravo;A;4;Bravo;H;28;Happiness;Low;128;0.13;1
Bravo;H;10;Bravo;H;57;Happiness;High;128;0.13;1
Bravo;H;7;Bravo;H;53;Happiness;High;128;0.13;1
Delta;A;10;Delta;A;20;Anger;Low;128;0.13;1
Charlie;H;4;Charlie;H;22;Happiness;Low;128;0.13;1
Alpha;A;7;Alpha;H;27;Happiness;Low;128;0.13;1
Bravo;H;5;Bravo;A;23;Anger;Low;128;0.13;1
Bravo;H;1;Bravo;H;23;Happiness;Low;128;0.13;1
Bravo;H;1;Bravo;H;24;Happiness;Low;128;0.13;1
Bravo;A;5;Bravo;H;50;Happiness;High;128;0.13;1
Bravo;H;8;Bravo;H;57;Happiness;High;128;0.13;1
Alpha;A;1;Alpha;H;29;Happiness;Low;128;0.13;1
Alpha;A;7;Alpha;H;28;Happiness;Low;128;0.13;1
Bravo;A;1;Bravo;A;23;Anger;Low;128;0.13;1
Bravo;A;4;Bravo;H;29;Happiness;Low;128;0.13;1
Bravo;H;1;Bravo;H;25;Happiness;Low;128;0.13;1
Bravo;A;7;Bravo;A;28;Anger;Low;128;0.131;1
Bravo;A;7;Bravo;A;29;Anger;Low;128;0.131;1
Bravo;A;2;Bravo;A;22;Anger;Low;128;0.131;1
Echo;H;3;Echo;H;28;Happiness;Low;128;0.131;1
Bravo;H;6;Bravo;A;28;Anger;Low;128;0.131;1
Bravo;H;6;Bravo;A;29;Anger;Low;128;0.131;1
Charlie;H;3;Charlie;H;20;Happiness;Low;128;0.131;1
Bravo;H;10;Bravo;H;58;Happiness;High;128;0.131;1
Bravo;H;2;Bravo;H;23;Happiness;Low;128;0.131;1
Bravo;H;2;Bravo;H;24;Happiness;Low;128;0.131;1
Bravo;H;7;Bravo;A;29;Anger;Low;128;0.131;1
Bravo;H;7;Bravo;A;28;Anger;Low;128;0.131;1
Bravo;A;4;Bravo;H;30;Happiness;Low;128;0.131;1
Bravo;H;3;Bravo;H;24;Happiness;Low;128;0.131;1
Bravo;H;3;Bravo;H;23;Happiness;Low;128;0.131;1
Bravo;H;1;Bravo;A;24;Anger;Low;128;0.131;1
Bravo;H;2;Bravo;H;25;Happiness;Low;128;0.131;1
Bravo;H;3;Bravo;H;25;Happiness;Low;128;0.131;1
Bravo;H;6;Bravo;H;53;Happiness;High;128;0.131;1
Bravo;H;8;Bravo;H;58;Happiness;High;128;0.132;1
Alpha;A;7;Alpha;H;20;Happiness;Low;128;0.132;1
Bravo;A;2;Bravo;A;23;Anger;Low;128;0.132;1
Alpha;A;7;Alpha;H;30;Happiness;Low;128;0.132;1
Bravo;H;0;Bravo;A;25;Anger;Low;128;0.132;1
Bravo;A;0;Bravo;A;25;Anger;Low;128;0.132;1
Echo;A;9;Echo;A;22;Anger;Low;128;0.132;1
Bravo;H;8;Bravo;A;29;Anger;Low;128;0.132;1
Bravo;H;8;Bravo;A;28;Anger;Low;128;0.132;1
Delta;A;10;Delta;A;21;Anger;Low;128;0.132;1
Charlie;A;7;Charlie;A;20;Anger;Low;128;0.132;1
Charlie;H;6;Charlie;H;26;Happiness;Low;128;0.132;1
Bravo;H;4;Bravo;H;24;Happiness;Low;128;0.132;1
Bravo;H;4;Bravo;H;23;Happiness;Low;128;0.132;1
Bravo;H;2;Bravo;A;24;Anger;Low;128;0.132;1
Charlie;H;7;Charlie;H;28;Happiness;Low;128;0.132;1
Alpha;A;10;Alpha;A;30;Anger;Low;128;0.132;1
Bravo;H;9;Bravo;H;57;Happiness;High;128;0.132;1
Bravo;H;4;Bravo;H;25;Happiness;Low;128;0.132;1
Bravo;A;10;Bravo;H;50;Happiness;High;128;0.132;1
Alpha;H;7;Alpha;H;27;Happiness;Low;128;0.132;1
Echo;H;3;Echo;H;27;Happiness;Low;128;0.132;1
Bravo;A;6;Bravo;H;51;Happiness;High;128;0.133;1
Charlie;H;5;Charlie;H;25;Happiness;Low;128;0.133;1
Bravo;H;7;Bravo;H;57;Happiness;High;128;0.133;1
Alpha;A;0;Alpha;H;28;Happiness;Low;128;0.133;1
Charlie;H;3;Charlie;H;21;Happiness;Low;128;0.133;1
Bravo;A;7;Bravo;A;30;Anger;Low;128;0.133;1
Bravo;H;4;Bravo;A;24;Anger;Low;128;0.133;1
Bravo;H;10;Bravo;H;59;Happiness;High;128;0.133;1
Bravo;H;3;Bravo;A;24;Anger;Low;128;0.133;1
Bravo;A;1;Bravo;H;23;Happiness;Low;128;0.133;1
Bravo;A;1;Bravo;H;24;Happiness;Low;128;0.133;1
Echo;H;8;Echo;H;29;Happiness;Low;128;0.133;1
Echo;H;7;Echo;H;29;Happiness;Low;128;0.133;1
Bravo;H;5;Bravo;A;24;Anger;Low;128;0.133;1
Bravo;H;4;Bravo;H;53;Happiness;High;128;0.134;1
Bravo;H;9;Bravo;H;58;Happiness;High;128;0.134;1
Bravo;A;9;Bravo;H;50;Happiness;High;128;0.134;1
Alpha;A;1;Alpha;H;30;Happiness;Low;128;0.134;1
Bravo;H;8;Bravo;H;59;Happiness;High;128;0.134;1
Bravo;H;1;Bravo;H;28;Happiness;Low;128;0.134;1
Bravo;H;3;Bravo;H;53;Happiness;High;128;0.134;1
Bravo;A;1;Bravo;H;25;Happiness;Low;128;0.134;1
Charlie;H;4;Charlie;H;23;Happiness;Low;128;0.134;1
Bravo;H;7;Bravo;H;58;Happiness;High;128;0.134;1
Bravo;A;5;Bravo;H;51;Happiness;High;128;0.134;1
Bravo;A;1;Bravo;A;24;Anger;Low;128;0.134;1
Bravo;H;8;Bravo;H;56;Happiness;High;128;0.134;1
Bravo;H;1;Bravo;H;29;Happiness;Low;128;0.134;1
Bravo;H;3;Bravo;H;28;Happiness;Low;128;0.134;1
Bravo;H;10;Bravo;H;56;Happiness;High;128;0.134;1
Bravo;H;2;Bravo;H;28;Happiness;Low;128;0.134;1
Bravo;H;2;Bravo;H;53;Happiness;High;128;0.134;1
Bravo;H;1;Bravo;H;30;Happiness;Low;128;0.134;1
Echo;A;8;Echo;A;21;Anger;Low;128;0.135;1
Bravo;H;6;Bravo;H;57;Happiness;High;128;0.135;1
Bravo;H;0;Bravo;H;57;Happiness;High;128;0.135;1
Bravo;A;0;Bravo;H;57;Happiness;High;128;0.135;1
Bravo;H;4;Bravo;H;57;Happiness;High;128;0.135;1
Bravo;H;1;Bravo;A;25;Anger;Low;128;0.135;1
Bravo;H;3;Bravo;H;29;Happiness;Low;128;0.135;1
Bravo;H;1;Bravo;H;53;Happiness;High;128;0.135;1
Bravo;H;3;Bravo;H;30;Happiness;Low;128;0.135;1
Echo;A;10;Echo;A;30;Anger;Low;128;0.135;1
Echo;H;5;Echo;H;29;Happiness;Low;128;0.135;1
Bravo;H;4;Bravo;H;28;Happiness;Low;128;0.135;1
Bravo;H;2;Bravo;H;29;Happiness;Low;128;0.135;1
Bravo;A;2;Bravo;A;24;Anger;Low;128;0.135;1
Bravo;H;3;Bravo;H;57;Happiness;High;128;0.135;1
Bravo;H;2;Bravo;H;30;Happiness;Low;128;0.135;1
Bravo;H;5;Bravo;H;53;Happiness;High;128;0.135;1
Bravo;H;5;Bravo;H;24;Happiness;Low;128;0.135;1
Bravo;H;5;Bravo;H;23;Happiness;Low;128;0.135;1
Bravo;H;2;Bravo;A;25;Anger;Low;128;0.135;1
Bravo;H;10;Bravo;H;60;Happiness;High;128;0.135;1
Delta;A;8;Delta;H;23;Happiness;Low;128;0.135;1
Bravo;H;4;Bravo;H;29;Happiness;Low;128;0.135;1
Bravo;H;5;Bravo;H;25;Happiness;Low;128;0.135;1
Bravo;H;4;Bravo;H;30;Happiness;Low;128;0.136;1
Bravo;H;4;Bravo;H;58;Happiness;High;128;0.136;1
Echo;A;7;Echo;A;20;Anger;Low;128;0.136;1
Bravo;H;9;Bravo;H;59;Happiness;High;128;0.136;1
Charlie;H;4;Charlie;H;24;Happiness;Low;128;0.136;1
Bravo;H;4;Bravo;A;25;Anger;Low;128;0.136;1
Bravo;H;5;Bravo;A;25;Anger;Low;128;0.136;1
Bravo;H;5;Bravo;H;57;Happiness;High;128;0.136;1
Bravo;H;8;Bravo;H;60;Happiness;High;128;0.136;1
Bravo;A;8;Bravo;H;50;Happiness;High;128;0.136;1
Delta;A;9;Delta;A;20;Anger;Low;128;0.136;1
Bravo;H;3;Bravo;H;58;Happiness;High;128;0.136;1
Bravo;H;6;Bravo;H;58;Happiness;High;128;0.136;1
Bravo;H;2;Bravo;H;57;Happiness;High;128;0.136;1
Charlie;H;6;Charlie;H;27;Happiness;Low;128;0.136;1
Charlie;A;10;Charlie;A;21;Anger;Low;128;0.136;1
Bravo;H;0;Bravo;A;26;Anger;Low;128;0.136;1
Bravo;A;0;Bravo;A;26;Anger;Low;128;0.136;1
Bravo;H;7;Bravo;H;59;Happiness;High;128;0.136;1
Delta;A;8;Delta;H;28;Happiness;Low;128;0.136;1
Bravo;H;3;Bravo;A;25;Anger;Low;128;0.136;1
Alpha;H;7;Alpha;H;28;Happiness;Low;128;0.136;1
Bravo;H;0;Bravo;H;58;Happiness;High;128;0.136;1
Bravo;A;0;Bravo;H;58;Happiness;High;128;0.136;1
Bravo;H;0;Bravo;H;56;Happiness;High;128;0.136;1
Bravo;A;0;Bravo;H;56;Happiness;High;128;0.136;1
Echo;H;6;Echo;H;29;Happiness;Low;128;0.136;1
Charlie;H;3;Charlie;H;22;Happiness;Low;128;0.136;1
