Ref_User;Ref_User_Emotion;Ref_User_Emotion_Intensity;Eval;Eval_User_Emotion;Eval_User_Emotion_Intensity;Distance;Dimension;Emotion;Intensity;SameUser
Echo;A;2;Bravo;H;58;0,838;512;Happiness;High;0
Echo;H;1;Bravo;H;56;0,838;512;Happiness;High;0
Echo;H;1;Bravo;H;51;0,838;512;Happiness;High;0
Echo;H;9;Bravo;A;28;0,838;512;Anger;Low;0
Echo;H;9;Bravo;A;29;0,838;512;Anger;Low;0
Echo;A;9;Bravo;A;59;0,838;512;Anger;High;0
Echo;H;5;Bravo;H;53;0,838;512;Happiness;High;0
Echo;A;1;Bravo;H;54;0,838;512;Happiness;High;0
Echo;H;0;Bravo;H;54;0,838;512;Happiness;High;0
Echo;A;0;Bravo;H;54;0,838;512;Happiness;High;0
Echo;A;4;Bravo;H;53;0,838;512;Happiness;High;0
Echo;A;3;Bravo;H;58;0,839;512;Happiness;High;0
Echo;H;3;Bravo;H;50;0,839;512;Happiness;High;0
Echo;A;1;Bravo;A;22;0,839;512;Anger;Low;0
Echo;A;2;Bravo;H;60;0,839;512;Happiness;High;0
Echo;A;2;Bravo;H;59;0,839;512;Happiness;High;0
Echo;A;3;Bravo;H;60;0,839;512;Happiness;High;0
Echo;A;2;Bravo;H;52;0,839;512;Happiness;High;0
Echo;H;9;Bravo;H;54;0,839;512;Happiness;High;0
Echo;H;5;Bravo;H;58;0,839;512;Happiness;High;0
Echo;H;8;Bravo;A;24;0,839;512;Anger;Low;0
Echo;H;7;Bravo;A;24;0,839;512;Anger;Low;0
Echo;A;9;Bravo;H;21;0,839;512;Happiness;Low;0
Alpha;A;9;Bravo;H;58;0,839;512;Happiness;High;0
Echo;H;1;Bravo;H;54;0,839;512;Happiness;High;0
Bravo;A;6;Echo;A;20;0,839;512;Anger;Low;0
Echo;A;2;Bravo;H;55;0,839;512;Happiness;High;0
Echo;A;3;Bravo;H;59;0,839;512;Happiness;High;0
Echo;A;4;Bravo;H;58;0,839;512;Happiness;High;0
Echo;A;9;Bravo;A;60;0,839;512;Anger;High;0
Echo;A;10;Bravo;H;22;0,839;512;Happiness;Low;0
Echo;H;5;Bravo;H;60;0,839;512;Happiness;High;0
Echo;H;5;Bravo;H;59;0,839;512;Happiness;High;0
Echo;H;2;Bravo;H;56;0,839;512;Happiness;High;0
Echo;A;3;Bravo;H;52;0,839;512;Happiness;High;0
Echo;H;2;Bravo;H;51;0,839;512;Happiness;High;0
Echo;A;3;Bravo;H;55;0,839;512;Happiness;High;0
Echo;A;4;Bravo;H;60;0,839;512;Happiness;High;0
Echo;A;2;Bravo;H;57;0,839;512;Happiness;High;0
Echo;H;4;Bravo;H;53;0,839;512;Happiness;High;0
Echo;H;5;Bravo;H;52;0,839;512;Happiness;High;0
Echo;A;4;Bravo;A;56;0,839;512;Anger;High;0
Echo;A;4;Bravo;H;59;0,839;512;Happiness;High;0
Alpha;A;9;Bravo;H;57;0,839;512;Happiness;High;0
Echo;A;4;Bravo;H;52;0,84;512;Happiness;High;0
Bravo;A;3;Echo;A;22;0,84;512;Anger;Low;0
Echo;H;5;Bravo;H;55;0,84;512;Happiness;High;0
Bravo;A;3;Echo;A;25;0,84;512;Anger;Low;0
Bravo;A;3;Echo;A;24;0,84;512;Anger;Low;0
Echo;H;0;Bravo;A;22;0,84;512;Anger;Low;0
Echo;A;0;Bravo;A;22;0,84;512;Anger;Low;0
Echo;H;3;Bravo;H;51;0,84;512;Happiness;High;0
Echo;A;10;Bravo;H;23;0,84;512;Happiness;Low;0
Echo;A;3;Bravo;H;57;0,84;512;Happiness;High;0
Echo;A;4;Bravo;H;55;0,84;512;Happiness;High;0
Echo;H;1;Bravo;A;21;0,84;512;Anger;Low;0
Echo;H;3;Bravo;H;56;0,84;512;Happiness;High;0
Echo;H;4;Bravo;H;58;0,84;512;Happiness;High;0
Echo;A;9;Bravo;H;22;0,84;512;Happiness;Low;0
Echo;H;5;Bravo;H;57;0,84;512;Happiness;High;0
Echo;H;2;Bravo;H;54;0,84;512;Happiness;High;0
Echo;H;4;Bravo;H;60;0,84;512;Happiness;High;0
Echo;H;9;Bravo;A;24;0,84;512;Anger;Low;0
Echo;A;10;Bravo;H;26;0,84;512;Happiness;Low;0
Bravo;A;6;Echo;A;27;0,84;512;Anger;Low;0
Echo;A;0;Bravo;H;53;0,84;512;Happiness;High;0
Echo;H;0;Bravo;H;53;0,84;512;Happiness;High;0
Echo;A;8;Bravo;H;20;0,84;512;Happiness;Low;0
Echo;A;4;Bravo;H;57;0,84;512;Happiness;High;0
Echo;A;1;Bravo;H;53;0,84;512;Happiness;High;0
Echo;H;4;Bravo;H;59;0,84;512;Happiness;High;0
Echo;H;6;Bravo;A;21;0,84;512;Anger;Low;0
Echo;H;4;Bravo;H;52;0,84;512;Happiness;High;0
Echo;H;9;Bravo;H;58;0,84;512;Happiness;High;0
Echo;H;9;Bravo;H;53;0,84;512;Happiness;High;0
Echo;H;3;Bravo;H;54;0,84;512;Happiness;High;0
Echo;A;0;Bravo;H;58;0,84;512;Happiness;High;0
Echo;H;0;Bravo;H;58;0,84;512;Happiness;High;0
Echo;H;10;Bravo;H;50;0,84;512;Happiness;High;0
Echo;H;1;Bravo;A;23;0,84;512;Anger;Low;0
Echo;A;9;Bravo;H;23;0,84;512;Happiness;Low;0
Echo;A;1;Bravo;H;58;0,841;512;Happiness;High;0
Echo;H;4;Bravo;H;55;0,841;512;Happiness;High;0
Echo;H;1;Bravo;H;53;0,841;512;Happiness;High;0
Bravo;A;5;Echo;A;20;0,841;512;Anger;Low;0
Echo;A;8;Bravo;H;21;0,841;512;Happiness;Low;0
Echo;H;10;Bravo;A;26;0,841;512;Anger;Low;0
Echo;A;10;Bravo;H;24;0,841;512;Happiness;Low;0
Echo;A;10;Bravo;H;25;0,841;512;Happiness;Low;0
Echo;H;9;Bravo;H;59;0,841;512;Happiness;High;0
Echo;H;9;Bravo;H;60;0,841;512;Happiness;High;0
Echo;H;0;Bravo;H;60;0,841;512;Happiness;High;0
Echo;A;0;Bravo;H;60;0,841;512;Happiness;High;0
Echo;A;1;Bravo;H;60;0,841;512;Happiness;High;0
Echo;H;6;Bravo;A;23;0,841;512;Anger;Low;0
Echo;H;10;Bravo;H;56;0,841;512;Happiness;High;0
Echo;A;0;Bravo;H;59;0,841;512;Happiness;High;0
Echo;H;0;Bravo;H;59;0,841;512;Happiness;High;0
Echo;H;1;Bravo;H;58;0,841;512;Happiness;High;0
Echo;H;4;Bravo;H;57;0,841;512;Happiness;High;0
Echo;H;10;Bravo;A;25;0,841;512;Anger;Low;0
Echo;A;1;Bravo;H;59;0,841;512;Happiness;High;0
Echo;H;0;Bravo;H;52;0,841;512;Happiness;High;0
Echo;A;0;Bravo;H;52;0,841;512;Happiness;High;0
Alpha;A;9;Bravo;H;52;0,841;512;Happiness;High;0
Alpha;A;9;Bravo;H;53;0,841;512;Happiness;High;0
Echo;A;1;Bravo;H;52;0,841;512;Happiness;High;0
Bravo;A;1;Echo;A;22;0,841;512;Anger;Low;0
Echo;H;10;Bravo;H;51;0,841;512;Happiness;High;0
Echo;A;9;Bravo;H;26;0,841;512;Happiness;Low;0
Echo;H;1;Bravo;H;60;0,841;512;Happiness;High;0
Echo;A;0;Bravo;H;55;0,841;512;Happiness;High;0
Echo;H;0;Bravo;H;55;0,841;512;Happiness;High;0
Echo;H;9;Bravo;H;52;0,841;512;Happiness;High;0
Echo;H;5;Bravo;A;21;0,841;512;Anger;Low;0
Echo;H;1;Bravo;H;59;0,841;512;Happiness;High;0
Echo;H;9;Bravo;H;57;0,841;512;Happiness;High;0
Echo;A;1;Bravo;A;20;0,841;512;Anger;Low;0
Echo;H;9;Bravo;H;55;0,841;512;Happiness;High;0
Echo;H;4;Bravo;A;21;0,841;512;Anger;Low;0
Echo;A;1;Bravo;H;55;0,841;512;Happiness;High;0
Echo;H;8;Bravo;H;50;0,841;512;Happiness;High;0
Echo;H;7;Bravo;H;50;0,841;512;Happiness;High;0
Echo;H;1;Bravo;H;52;0,841;512;Happiness;High;0
Echo;H;2;Bravo;A;21;0,841;512;Anger;Low;0
Echo;A;2;Bravo;H;30;0,841;512;Happiness;Low;0
Bravo;A;1;Echo;A;25;0,841;512;Anger;Low;0
Bravo;A;1;Echo;A;24;0,841;512;Anger;Low;0
Echo;A;0;Bravo;H;57;0,841;512;Happiness;High;0
Echo;H;0;Bravo;H;57;0,841;512;Happiness;High;0
Echo;H;2;Bravo;H;53;0,842;512;Happiness;High;0
Echo;A;4;Bravo;H;30;0,842;512;Happiness;Low;0
Bravo;A;2;Echo;A;22;0,842;512;Anger;Low;0
Echo;A;1;Bravo;H;57;0,842;512;Happiness;High;0
Echo;H;1;Bravo;H;55;0,842;512;Happiness;High;0
Echo;A;8;Bravo;H;22;0,842;512;Happiness;Low;0
Echo;A;9;Bravo;H;24;0,842;512;Happiness;Low;0
Echo;H;3;Bravo;A;21;0,842;512;Anger;Low;0
Echo;A;4;Bravo;A;53;0,842;512;Anger;High;0
Bravo;A;5;Echo;A;27;0,842;512;Anger;Low;0
Echo;H;6;Bravo;H;30;0,842;512;Happiness;Low;0
Echo;A;9;Bravo;H;25;0,842;512;Happiness;Low;0
Bravo;A;2;Echo;A;24;0,842;512;Anger;Low;0
Bravo;A;2;Echo;A;25;0,842;512;Anger;Low;0
Bravo;A;8;Echo;A;20;0,842;512;Anger;Low;0
Echo;H;10;Bravo;H;54;0,842;512;Happiness;High;0
Echo;H;2;Bravo;H;58;0,842;512;Happiness;High;0
Echo;H;4;Bravo;A;23;0,842;512;Anger;Low;0
Echo;H;5;Bravo;A;23;0,842;512;Anger;Low;0
Echo;H;8;Bravo;H;56;0,842;512;Happiness;High;0
Echo;H;7;Bravo;H;56;0,842;512;Happiness;High;0
Echo;A;8;Bravo;A;58;0,842;512;Anger;High;0
Echo;H;1;Bravo;H;57;0,842;512;Happiness;High;0
Echo;H;3;Bravo;H;53;0,842;512;Happiness;High;0
Echo;H;0;Bravo;A;20;0,842;512;Anger;Low;0
Echo;A;0;Bravo;A;20;0,842;512;Anger;Low;0
Echo;H;1;Bravo;A;22;0,842;512;Anger;Low;0
Echo;H;2;Bravo;A;23;0,842;512;Anger;Low;0
Echo;A;3;Bravo;H;30;0,842;512;Happiness;Low;0
Echo;H;8;Bravo;H;51;0,842;512;Happiness;High;0
Echo;H;7;Bravo;H;51;0,842;512;Happiness;High;0
Echo;H;10;Bravo;A;27;0,842;512;Anger;Low;0
Echo;A;8;Bravo;H;23;0,842;512;Happiness;Low;0
Echo;H;2;Bravo;H;60;0,842;512;Happiness;High;0
Echo;H;6;Bravo;A;22;0,842;512;Anger;Low;0
Echo;H;2;Bravo;H;59;0,842;512;Happiness;High;0
Bravo;A;3;Echo;A;26;0,842;512;Anger;Low;0
Echo;H;3;Bravo;A;23;0,842;512;Anger;Low;0
Echo;H;2;Bravo;H;52;0,842;512;Happiness;High;0
Echo;H;3;Bravo;H;58;0,842;512;Happiness;High;0
Bravo;A;8;Echo;A;27;0,842;512;Anger;Low;0
Bravo;A;4;Echo;A;20;0,842;512;Anger;Low;0
Echo;A;8;Bravo;A;59;0,843;512;Anger;High;0
Echo;H;2;Bravo;H;55;0,843;512;Happiness;High;0
Echo;A;8;Bravo;H;26;0,843;512;Happiness;Low;0
Echo;H;3;Bravo;H;60;0,843;512;Happiness;High;0
Echo;A;10;Bravo;H;28;0,843;512;Happiness;Low;0
Echo;H;3;Bravo;H;52;0,843;512;Happiness;High;0
Echo;H;3;Bravo;H;59;0,843;512;Happiness;High;0
Echo;H;2;Bravo;H;57;0,843;512;Happiness;High;0
Echo;H;7;Bravo;H;54;0,843;512;Happiness;High;0
Echo;H;8;Bravo;H;54;0,843;512;Happiness;High;0
Echo;H;3;Bravo;H;55;0,843;512;Happiness;High;0
Echo;A;8;Bravo;A;60;0,843;512;Anger;High;0
Echo;H;10;Bravo;H;58;0,843;512;Happiness;High;0
Echo;A;8;Bravo;H;24;0,843;512;Happiness;Low;0
Echo;H;5;Bravo;A;22;0,843;512;Anger;Low;0
Echo;A;8;Bravo;H;25;0,843;512;Happiness;Low;0
Echo;A;10;Bravo;H;29;0,843;512;Happiness;Low;0
Echo;A;4;Bravo;A;55;0,843;512;Anger;High;0
Echo;H;10;Bravo;A;28;0,843;512;Anger;Low;0
Echo;H;10;Bravo;A;29;0,843;512;Anger;Low;0
Echo;H;8;Bravo;A;21;0,843;512;Anger;Low;0
Echo;H;7;Bravo;A;21;0,843;512;Anger;Low;0
Echo;H;10;Bravo;H;53;0,843;512;Happiness;High;0
Echo;H;4;Bravo;A;22;0,843;512;Anger;Low;0
Echo;H;3;Bravo;H;57;0,844;512;Happiness;High;0
Echo;A;10;Bravo;H;27;0,844;512;Happiness;Low;0
Echo;A;9;Bravo;H;28;0,844;512;Happiness;Low;0
Echo;H;2;Bravo;A;22;0,844;512;Anger;Low;0
Echo;H;10;Bravo;H;60;0,844;512;Happiness;High;0
Echo;H;10;Bravo;H;59;0,844;512;Happiness;High;0
Echo;A;3;Bravo;A;56;0,844;512;Anger;High;0
Echo;H;3;Bravo;A;22;0,844;512;Anger;Low;0
Bravo;A;10;Echo;A;54;0,844;512;Anger;High;0
Bravo;A;1;Echo;A;26;0,844;512;Anger;Low;0
Echo;A;10;Bravo;A;51;0,844;512;Anger;High;0
Echo;H;7;Bravo;A;23;0,844;512;Anger;Low;0
Echo;H;8;Bravo;A;23;0,844;512;Anger;Low;0
Echo;H;5;Bravo;H;30;0,844;512;Happiness;Low;0
Bravo;A;2;Echo;A;26;0,844;512;Anger;Low;0
Echo;H;10;Bravo;H;57;0,844;512;Happiness;High;0
Echo;A;9;Bravo;H;29;0,844;512;Happiness;Low;0
Echo;A;0;Bravo;H;30;0,844;512;Happiness;Low;0
Echo;H;0;Bravo;H;30;0,844;512;Happiness;Low;0
Echo;H;10;Bravo;H;55;0,844;512;Happiness;High;0
Echo;H;10;Bravo;H;52;0,844;512;Happiness;High;0
Echo;H;7;Bravo;H;58;0,844;512;Happiness;High;0
Echo;H;8;Bravo;H;58;0,844;512;Happiness;High;0
Echo;H;1;Bravo;A;20;0,845;512;Anger;Low;0
Bravo;A;4;Echo;A;27;0,845;512;Anger;Low;0
Echo;H;7;Bravo;H;53;0,845;512;Happiness;High;0
Echo;H;8;Bravo;H;53;0,845;512;Happiness;High;0
Bravo;A;1;Echo;A;20;0,845;512;Anger;Low;0
Echo;A;9;Bravo;H;27;0,845;512;Happiness;Low;0
Echo;H;9;Bravo;A;21;0,845;512;Anger;Low;0
Echo;A;1;Bravo;H;30;0,845;512;Happiness;Low;0
Echo;H;10;Bravo;A;24;0,845;512;Anger;Low;0
Echo;H;6;Bravo;A;20;0,845;512;Anger;Low;0
Echo;H;4;Bravo;H;30;0,845;512;Happiness;Low;0
Echo;A;10;Bravo;A;50;0,845;512;Anger;High;0
Echo;H;7;Bravo;H;59;0,845;512;Happiness;High;0
Echo;H;8;Bravo;H;59;0,845;512;Happiness;High;0
Echo;H;7;Bravo;H;60;0,845;512;Happiness;High;0
Echo;H;8;Bravo;H;60;0,845;512;Happiness;High;0
Echo;A;4;Bravo;H;20;0,845;512;Happiness;Low;0
Echo;A;8;Bravo;H;28;0,845;512;Happiness;Low;0
Echo;H;1;Bravo;H;30;0,845;512;Happiness;Low;0
Echo;H;7;Bravo;A;22;0,845;512;Anger;Low;0
Echo;H;8;Bravo;A;22;0,845;512;Anger;Low;0
Echo;A;10;Bravo;A;52;0,845;512;Anger;High;0
Echo;H;9;Bravo;A;23;0,845;512;Anger;Low;0
Alpha;A;10;Bravo;H;51;0,845;512;Happiness;High;0
Echo;H;7;Bravo;H;52;0,845;512;Happiness;High;0
Echo;H;8;Bravo;H;52;0,845;512;Happiness;High;0
Echo;H;8;Bravo;H;57;0,846;512;Happiness;High;0
Echo;H;7;Bravo;H;57;0,846;512;Happiness;High;0
Bravo;H;1;Echo;A;22;0,846;512;Anger;Low;0
Echo;H;8;Bravo;H;55;0,846;512;Happiness;High;0
Echo;H;7;Bravo;H;55;0,846;512;Happiness;High;0
Echo;H;5;Bravo;A;20;0,846;512;Anger;Low;0
Echo;A;8;Bravo;H;29;0,846;512;Happiness;Low;0
Bravo;H;1;Echo;A;25;0,846;512;Anger;Low;0
Bravo;H;1;Echo;A;24;0,846;512;Anger;Low;0
Echo;A;2;Bravo;H;20;0,846;512;Happiness;Low;0
Bravo;A;3;Echo;A;20;0,846;512;Anger;Low;0
Echo;A;4;Bravo;H;21;0,846;512;Happiness;Low;0
Echo;H;4;Bravo;A;20;0,846;512;Anger;Low;0
Echo;A;8;Bravo;H;27;0,846;512;Happiness;Low;0
Bravo;A;2;Echo;A;20;0,846;512;Anger;Low;0
Echo;H;2;Bravo;A;20;0,846;512;Anger;Low;0
Bravo;A;7;Echo;A;23;0,846;512;Anger;Low;0
Echo;H;3;Bravo;A;20;0,846;512;Anger;Low;0
Alpha;A;8;Bravo;H;30;0,846;512;Happiness;Low;0
Echo;H;9;Bravo;H;30;0,846;512;Happiness;Low;0
Alpha;A;8;Bravo;H;26;0,846;512;Happiness;Low;0
Alpha;A;10;Bravo;H;50;0,846;512;Happiness;High;0
Echo;H;9;Bravo;A;22;0,847;512;Anger;Low;0
Echo;H;2;Bravo;H;30;0,847;512;Happiness;Low;0
Echo;A;4;Bravo;H;22;0,847;512;Happiness;Low;0
Alpha;A;10;Bravo;H;60;0,847;512;Happiness;High;0
Alpha;A;8;Bravo;H;27;0,847;512;Happiness;Low;0
Echo;A;3;Bravo;H;20;0,847;512;Happiness;Low;0
Echo;A;2;Bravo;H;21;0,847;512;Happiness;Low;0
Echo;A;3;Bravo;A;53;0,847;512;Anger;High;0
Echo;A;4;Bravo;A;57;0,847;512;Anger;High;0
Echo;A;2;Bravo;H;22;0,847;512;Happiness;Low;0
Echo;A;9;Bravo;A;51;0,847;512;Anger;High;0
Bravo;A;9;Echo;A;54;0,847;512;Anger;High;0
Echo;H;3;Bravo;H;30;0,847;512;Happiness;Low;0
Echo;A;4;Bravo;H;23;0,847;512;Happiness;Low;0
Alpha;A;10;Bravo;H;54;0,847;512;Happiness;High;0
Bravo;H;6;Echo;A;22;0,847;512;Anger;Low;0
Echo;A;3;Bravo;H;21;0,847;512;Happiness;Low;0
Bravo;A;10;Echo;A;50;0,847;512;Anger;High;0
Bravo;H;8;Echo;A;22;0,848;512;Anger;Low;0
Echo;A;3;Bravo;A;55;0,848;512;Anger;High;0
Alpha;A;10;Bravo;H;55;0,848;512;Happiness;High;0
Bravo;H;6;Echo;A;24;0,848;512;Anger;Low;0
Bravo;H;6;Echo;A;25;0,848;512;Anger;Low;0
Alpha;A;10;Bravo;H;59;0,848;512;Happiness;High;0
Echo;A;3;Bravo;H;22;0,848;512;Happiness;Low;0
Bravo;H;1;Echo;A;20;0,848;512;Anger;Low;0
Echo;H;8;Bravo;A;20;0,848;512;Anger;Low;0
Echo;H;7;Bravo;A;20;0,848;512;Anger;Low;0
Echo;A;2;Bravo;H;23;0,848;512;Happiness;Low;0
Echo;A;9;Bravo;A;50;0,848;512;Anger;High;0
Alpha;A;10;Bravo;H;56;0,848;512;Happiness;High;0
Bravo;H;8;Echo;A;25;0,848;512;Anger;Low;0
Bravo;H;8;Echo;A;24;0,848;512;Anger;Low;0
Echo;A;2;Bravo;A;56;0,848;512;Anger;High;0
Echo;A;4;Bravo;H;24;0,848;512;Happiness;Low;0
Echo;A;4;Bravo;H;26;0,848;512;Happiness;Low;0
Alpha;A;8;Bravo;H;25;0,848;512;Happiness;Low;0
Echo;A;9;Bravo;A;52;0,848;512;Anger;High;0
Bravo;H;5;Echo;A;22;0,849;512;Anger;Low;0
Bravo;A;0;Echo;A;22;0,849;512;Anger;Low;0
Bravo;H;0;Echo;A;22;0,849;512;Anger;Low;0
Echo;A;4;Bravo;H;25;0,849;512;Happiness;Low;0
Bravo;H;1;Echo;A;26;0,849;512;Anger;Low;0
Echo;A;3;Bravo;H;23;0,849;512;Happiness;Low;0
Alpha;A;9;Bravo;H;26;0,849;512;Happiness;Low;0
Bravo;A;7;Echo;H;21;0,849;512;Happiness;Low;0
Bravo;H;6;Echo;A;20;0,849;512;Anger;Low;0
Bravo;A;0;Echo;A;25;0,849;512;Anger;Low;0
Bravo;H;0;Echo;A;24;0,849;512;Anger;Low;0
Bravo;H;0;Echo;A;25;0,849;512;Anger;Low;0
Bravo;A;0;Echo;A;24;0,849;512;Anger;Low;0
Echo;A;7;Bravo;A;58;0,849;512;Anger;High;0
Echo;A;2;Bravo;H;24;0,849;512;Happiness;Low;0
Echo;H;6;Bravo;H;20;0,849;512;Happiness;Low;0
Bravo;H;9;Echo;A;22;0,849;512;Anger;Low;0
Alpha;A;10;Bravo;H;58;0,849;512;Happiness;High;0
Alpha;A;8;Bravo;H;28;0,849;512;Happiness;Low;0
Echo;H;9;Bravo;A;20;0,849;512;Anger;Low;0
Bravo;H;5;Echo;A;25;0,849;512;Anger;Low;0
Bravo;H;5;Echo;A;24;0,849;512;Anger;Low;0
Echo;A;2;Bravo;H;26;0,849;512;Happiness;Low;0
Alpha;A;0;Bravo;H;60;0,849;512;Happiness;High;0
Bravo;H;4;Echo;A;22;0,849;512;Anger;Low;0
Alpha;A;8;Bravo;H;29;0,849;512;Happiness;Low;0
Echo;A;10;Bravo;A;54;0,849;512;Anger;High;0
Alpha;A;9;Bravo;H;27;0,849;512;Happiness;Low;0
Bravo;A;6;Echo;A;23;0,849;512;Anger;Low;0
Echo;A;2;Bravo;H;25;0,849;512;Happiness;Low;0
Echo;A;7;Bravo;A;51;0,849;512;Anger;High;0
Echo;H;10;Bravo;A;21;0,849;512;Anger;Low;0
Bravo;A;3;Echo;A;27;0,849;512;Anger;Low;0
Alpha;A;2;Bravo;H;60;0,849;512;Happiness;High;0
Bravo;H;8;Echo;A;20;0,849;512;Anger;Low;0
Bravo;H;4;Echo;A;25;0,849;512;Anger;Low;0
Bravo;H;4;Echo;A;24;0,849;512;Anger;Low;0
Alpha;A;9;Bravo;H;30;0,85;512;Happiness;Low;0
Echo;A;3;Bravo;H;24;0,85;512;Happiness;Low;0
Echo;H;7;Bravo;H;30;0,85;512;Happiness;Low;0
Echo;H;8;Bravo;H;30;0,85;512;Happiness;Low;0
Bravo;H;9;Echo;A;24;0,85;512;Anger;Low;0
Bravo;H;9;Echo;A;25;0,85;512;Anger;Low;0
Echo;A;6;Bravo;A;51;0,85;512;Anger;High;0
Echo;A;3;Bravo;H;26;0,85;512;Happiness;Low;0
Echo;H;6;Bravo;H;21;0,85;512;Happiness;Low;0
Echo;A;6;Bravo;A;58;0,85;512;Anger;High;0
Alpha;A;10;Bravo;H;57;0,85;512;Happiness;High;0
Echo;H;6;Bravo;H;22;0,85;512;Happiness;Low;0
Echo;A;4;Bravo;H;28;0,85;512;Happiness;Low;0
Bravo;H;10;Echo;A;22;0,85;512;Anger;Low;0
Echo;A;3;Bravo;H;25;0,85;512;Happiness;Low;0
Bravo;H;5;Echo;A;20;0,85;512;Anger;Low;0
Echo;H;0;Bravo;H;20;0,85;512;Happiness;Low;0
Echo;A;0;Bravo;H;20;0,85;512;Happiness;Low;0
Echo;H;10;Bravo;H;30;0,85;512;Happiness;Low;0
Echo;A;7;Bravo;A;59;0,85;512;Anger;High;0
Echo;A;8;Bravo;A;51;0,85;512;Anger;High;0
Alpha;A;0;Bravo;H;56;0,85;512;Happiness;High;0
Echo;A;2;Bravo;H;28;0,85;512;Happiness;Low;0
Alpha;A;0;Bravo;H;59;0,85;512;Happiness;High;0
Echo;A;7;Bravo;A;50;0,85;512;Anger;High;0
Echo;A;1;Bravo;H;20;0,85;512;Happiness;Low;0
Bravo;H;9;Echo;H;21;0,85;512;Happiness;Low;0
Bravo;H;6;Echo;A;26;0,85;512;Anger;Low;0
Bravo;H;9;Echo;H;23;0,85;512;Happiness;Low;0
Alpha;A;3;Bravo;H;60;0,85;512;Happiness;High;0
Echo;A;4;Bravo;H;29;0,85;512;Happiness;Low;0
Echo;H;6;Bravo;H;23;0,85;512;Happiness;Low;0
Echo;A;7;Bravo;A;60;0,85;512;Anger;High;0
Bravo;A;7;Echo;H;23;0,85;512;Happiness;Low;0
Alpha;A;2;Bravo;H;56;0,85;512;Happiness;High;0
Echo;H;10;Bravo;A;23;0,85;512;Anger;Low;0
Bravo;H;8;Echo;A;26;0,85;512;Anger;Low;0
Echo;A;6;Bravo;A;50;0,85;512;Anger;High;0
Alpha;A;2;Bravo;H;59;0,85;512;Happiness;High;0
Echo;A;2;Bravo;A;53;0,85;512;Anger;High;0
Bravo;H;2;Echo;A;22;0,85;512;Anger;Low;0
Echo;A;4;Bravo;H;27;0,85;512;Happiness;Low;0
Bravo;A;1;Echo;A;27;0,85;512;Anger;Low;0
Bravo;H;10;Echo;A;25;0,851;512;Anger;Low;0
Bravo;H;10;Echo;A;24;0,851;512;Anger;Low;0
Echo;A;6;Bravo;A;59;0,851;512;Anger;High;0
Bravo;H;3;Echo;A;22;0,851;512;Anger;Low;0
Alpha;A;9;Bravo;H;25;0,851;512;Happiness;Low;0
Bravo;A;7;Echo;H;20;0,851;512;Happiness;Low;0
Echo;A;2;Bravo;H;29;0,851;512;Happiness;Low;0
Bravo;A;5;Echo;H;21;0,851;512;Happiness;Low;0
Alpha;A;10;Bravo;H;53;0,851;512;Happiness;High;0
Echo;A;3;Bravo;H;28;0,851;512;Happiness;Low;0
Echo;A;8;Bravo;A;50;0,851;512;Anger;High;0
Bravo;H;8;Echo;H;21;0,851;512;Happiness;Low;0
Alpha;H;3;Bravo;H;60;0,851;512;Happiness;High;0
Echo;A;6;Bravo;A;60;0,851;512;Anger;High;0
Bravo;H;9;Echo;A;20;0,851;512;Anger;Low;0
Alpha;A;10;Bravo;H;52;0,851;512;Happiness;High;0
Echo;H;0;Bravo;H;21;0,851;512;Happiness;Low;0
Echo;A;0;Bravo;H;21;0,851;512;Happiness;Low;0
Bravo;A;9;Echo;A;50;0,851;512;Anger;High;0
Bravo;H;2;Echo;A;25;0,851;512;Anger;Low;0
Bravo;H;2;Echo;A;24;0,851;512;Anger;Low;0
Bravo;H;10;Echo;A;20;0,851;512;Anger;Low;0
Bravo;H;10;Echo;H;21;0,851;512;Happiness;Low;0
Echo;A;1;Bravo;H;21;0,851;512;Happiness;Low;0
Bravo;H;3;Echo;A;24;0,851;512;Anger;Low;0
Bravo;H;3;Echo;A;25;0,851;512;Anger;Low;0
Echo;A;2;Bravo;H;27;0,851;512;Happiness;Low;0
Bravo;H;10;Echo;H;23;0,851;512;Happiness;Low;0
Alpha;A;8;Bravo;H;22;0,851;512;Happiness;Low;0
Bravo;A;2;Echo;A;27;0,851;512;Anger;Low;0
Bravo;A;6;Echo;H;21;0,851;512;Happiness;Low;0
Bravo;H;4;Echo;A;20;0,851;512;Anger;Low;0
Echo;H;5;Bravo;H;20;0,851;512;Happiness;Low;0
Echo;A;0;Bravo;H;22;0,851;512;Happiness;Low;0
Echo;H;0;Bravo;H;22;0,851;512;Happiness;Low;0
Bravo;H;8;Echo;H;23;0,851;512;Happiness;Low;0
Alpha;A;0;Bravo;H;58;0,851;512;Happiness;High;0
Echo;H;6;Bravo;H;24;0,851;512;Happiness;Low;0
Echo;H;6;Bravo;H;28;0,851;512;Happiness;Low;0
Alpha;A;3;Bravo;H;56;0,851;512;Happiness;High;0
Echo;H;6;Bravo;H;26;0,851;512;Happiness;Low;0
Echo;A;1;Bravo;H;22;0,851;512;Happiness;Low;0
Bravo;A;5;Echo;A;23;0,851;512;Anger;Low;0
Alpha;A;3;Bravo;H;59;0,851;512;Happiness;High;0
Echo;A;8;Bravo;A;52;0,851;512;Anger;High;0
Echo;A;3;Bravo;H;29;0,851;512;Happiness;Low;0
